L'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',N264,D0.005868
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/phu_tho/07-48/2007_CLADE2.3.4.3',D0.014312
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/52/2007_CLADE2.3.4.3',D0.015038
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/japanese_white-eye/hong_kong/737/2007_CLADE2.3.4.3',D0.0106
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/house_crow/hong_kong/1203/2007_CLADE2.3.4.3',D0.010601
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/scaly-breasted_munia/hong_kong/2572/2007_CLADE2.3.4.3',D0.012052
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/avian/hong_kong/2372/2007_CLADE2.3.4.3',D0.011326
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/viet_nam/tmu006/2008_CLADE2.3.4.3',D0.023904
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-026/2008_CLADE2.3.4.3',D0.022345
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/vietnam/ut31394ii/2008_CLADE2.3.4.3',D0.022349
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/quail/vietnam/ncvd-037/2008_CLADE2.3.4.3',D0.024533
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/guangxi/1/2008_CLADE2.3.4.3',D0.023069
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-20/2007_CLADE2.3.4.3',D0.014238
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/18129/2009_CLADE2.3.4.3',D0.024578
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-57/07_CLADE2.3.4.3',D0.015691
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-56/07_CLADE2.3.4.3',D0.015691
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/48/2007_CLADE2.3.4.3',D0.015691
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-62/07_CLADE2.3.4.3',D0.017874
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/43/2007_CLADE2.3.4.3',D0.015693
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-63/07_CLADE2.3.4.3',D0.017162
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/nghe_an/07-49/2007_CLADE2.3.4.3',D0.017874
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-50/07_CLADE2.3.4.3',D0.017149
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/57/2007_CLADE2.3.4.3',D0.014968
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/ha_tinh/07-53/2007_CLADE2.3.4.3',D0.015694
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-81/07_CLADE2.3.4.3',D0.015694
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-71/07_CLADE2.3.4.3',D0.015694
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/ha_nam/07-83/2007_CLADE2.3.4.3',D0.017872
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/ha_nam/07-84/2007_CLADE2.3.4.3',D0.016422
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-65/07_CLADE2.3.4.3',D0.014967
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/bac_gieng/07-66/2007_CLADE2.3.4.3',D0.016422
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/bac_giang/07-74/2007_CLADE2.3.4.3',D0.017147
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',D0.022266
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',D0.022992
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',D0.020803
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',D0.021538
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',D0.022263
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',D0.020069
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/avian/vietnam/ncvd-124/2008_CLADE2.3.4.3',D0.021548
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-024/2008_CLADE2.3.4.3',D0.020795
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-041/2008_CLADE2.3.4.3',D0.02007
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/viet_nam/tmu004/2008_CLADE2.3.4.3',D0.02298
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/viet_nam/tmu005/2008_CLADE2.3.4.3',D0.020791
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-006/2008_CLADE2.3.4.3',D0.020065
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-028/2008_CLADE2.3.4.3',D0.018606
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-185/2008_CLADE2.3.4.3',D0.022987
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-186/2008_CLADE2.3.4.3',D0.022263
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-188/2008_CLADE2.3.4.3',D0.024443
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-187/2008_CLADE2.3.4.3',D0.02299
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/ninh_binh/07-68/2007_CLADE2.3.4.3',D0.014241
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/vietnam/ut31239/2007_CLADE2.3.4.3',D0.014969
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-120/2007_CLADE2.3.4.3',D0.015698
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-47/2007_CLADE2.3.4.3',D0.01497
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/ha_nam/07-47/2007_CLADE2.3.4.3',D0.01497
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-111/2007_CLADE2.3.4.3',D0.016426
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-112/2007_CLADE2.3.4.3',D0.017151
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/nam_dinh/07-87/2007_CLADE2.3.4.3',D0.014969
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-51/2007_CLADE2.3.4.3',D0.014971
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/vietnam/ut31203a/2007_CLADE2.3.4.3',D0.0179
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-110/2007_CLADE2.3.4.3',D0.016424
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/vietnam/hn31388m1/2007_CLADE2.3.4.3',D0.020806
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-113/2007_CLADE2.3.4.3',D0.015697
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-086/2008_CLADE2.3.4.3',D0.023777
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-114/2007_CLADE2.3.4.3',D0.016423
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/son_la/07-85/2007_CLADE2.3.4.3',D0.016425
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/na72/2007_CLADE2.3.4.3',D0.025262
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/na114/2007_CLADE2.3.4.3',D0.021553
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-029/2008_CLADE2.3.4.3',D0.018617
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-a015/2008_CLADE2.3.4.3',D0.027483
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/vietnam/ut31312ii/2007_CLADE2.3.4.3',D0.018616
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/viet_nam/hn31242/2007_CLADE2.3.4.3',D0.019344
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/55/2007_CLADE2.3.4.3',D0.016425
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-98/2007_CLADE2.3.4.3',D0.017878
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-93/2007_CLADE2.3.4.3',D0.015698
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/41/2007_CLADE2.3.4.3',D0.014972
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-100/2007_CLADE2.3.4.3',D0.0157
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-61/07_CLADE2.3.4.3',D0.016426
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-76/07_CLADE2.3.4.3',D0.016427
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-60/07_CLADE2.3.4.3',D0.016428
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/vietnam/ut31412ii/2008_CLADE2.3.4.3',D0.020095
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-022/2008_CLADE2.3.4.3',D0.017892
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-94/2007_CLADE2.3.4.3',D0.015703
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-020/2008_CLADE2.3.4.3',D0.017891
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-108/2007_CLADE2.3.4.3',D0.01643
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-021/2008_CLADE2.3.4.3',D0.01643
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-138/2008_CLADE2.3.4.3',D0.020832
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/thai_ninh/07-86/2007_CLADE2.3.4.3',D0.015702
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/nam_dinh/07-55/2007_CLADE2.3.4.3',D0.017888
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-019/2008_CLADE2.3.4.3',D0.015701
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/thai_binh/07-89/2007_CLADE2.3.4.3',D0.015702
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/thai_binh/07-90/2007_CLADE2.3.4.3',D0.016427
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-116/2007_CLADE2.3.4.3',D0.015701
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-119/2007_CLADE2.3.4.3',D0.016427
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-003/2008_CLADE2.3.4.3',D0.019349
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-105/2007_CLADE2.3.4.3',D0.016429
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-033/2008_CLADE2.3.4.3',D0.021526
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-118/2007_CLADE2.3.4.3',D0.020792
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-025/2008_CLADE2.3.4.3',D0.019336
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/g12/2008_CLADE2.3.4.3',D0.023735
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-039/2008_CLADE2.3.4.3',D0.021519
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-027/2008_CLADE2.3.4.3',D0.020795
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',D0.026662
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/50/2007_CLADE2.3.4.3',D0.016429
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/vietnam/ut31244ii/2007_CLADE2.3.4.3',D0.016427
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/vietnam/ut31244iii/2007_CLADE2.3.4.3',D0.015703
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/vietnam/hn31244/2007_CLADE2.3.4.3',D0.016427
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/nam_dinh/07-91/2007_CLADE2.3.4.3',D0.015701
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-101/2007_CLADE2.3.4.3',D0.015702
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/civet/vietnam/ncvd-004/2008_CLADE2.3.4.3',D0.018612
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/vietnam/ut31413ii/2008_CLADE2.3.4.3',D0.017888
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/chicken/vietnam/ncvd-002/2008_CLADE2.3.4.3',D0.020074
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-030/2008_CLADE2.3.4.3',D0.018616
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/viet_nam/tmu001/2008_CLADE2.3.4.3',D0.020802
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-140/2008_CLADE2.3.4.3',D0.018614
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/duck/vietnam/ncvd-146/2008_CLADE2.3.4.3',D0.020078
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-154/2008_CLADE2.3.4.3',D0.018616
I'a/goose/yunnan/1155/2006_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-156/2008_CLADE2.3.4.3',D0.019342
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/vietnam/ut30850/2005_CLADE2.3.4',D0.000726
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/yunnan/2273/2006_CLADE2.3.4',D0.004371
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/goose/guiyang/1461/2006_CLADE2.3.4',D0.002174
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/goose/guiyang/1147/2006_CLADE2.3.4',D0.001088
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-52/2007_CLADE2.3.4.3',D0.013282
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/phu_tho/07-48/2007_CLADE2.3.4.3',D0.01105
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/52/2007_CLADE2.3.4.3',D0.011776
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/japanese_white-eye/hong_kong/737/2007_CLADE2.3.4.3',D0.007338
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/house_crow/hong_kong/1203/2007_CLADE2.3.4.3',D0.007339
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/scaly-breasted_munia/hong_kong/2572/2007_CLADE2.3.4.3',D0.00879
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/avian/hong_kong/2372/2007_CLADE2.3.4.3',D0.008064
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/viet_nam/tmu006/2008_CLADE2.3.4.3',D0.020642
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-026/2008_CLADE2.3.4.3',D0.019083
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/vietnam/ut31394ii/2008_CLADE2.3.4.3',D0.019087
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/quail/vietnam/ncvd-037/2008_CLADE2.3.4.3',D0.021271
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/guangxi/1/2008_CLADE2.3.4.3',D0.019807
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-20/2007_CLADE2.3.4.3',D0.010976
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/18129/2009_CLADE2.3.4.3',D0.021316
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-57/07_CLADE2.3.4.3',D0.012429
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-56/07_CLADE2.3.4.3',D0.012429
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/48/2007_CLADE2.3.4.3',D0.012429
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-62/07_CLADE2.3.4.3',D0.014612
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/43/2007_CLADE2.3.4.3',D0.012431
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-63/07_CLADE2.3.4.3',D0.0139
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/nghe_an/07-49/2007_CLADE2.3.4.3',D0.014612
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-50/07_CLADE2.3.4.3',D0.013887
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/57/2007_CLADE2.3.4.3',D0.011706
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/ha_tinh/07-53/2007_CLADE2.3.4.3',D0.012432
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-81/07_CLADE2.3.4.3',D0.012432
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-71/07_CLADE2.3.4.3',D0.012432
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/ha_nam/07-83/2007_CLADE2.3.4.3',D0.01461
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/ha_nam/07-84/2007_CLADE2.3.4.3',D0.01316
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-65/07_CLADE2.3.4.3',D0.011705
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/bac_gieng/07-66/2007_CLADE2.3.4.3',D0.01316
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/bac_giang/07-74/2007_CLADE2.3.4.3',D0.013885
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/avian/vietnam/ncvd-132/2008_CLADE2.3.4.3',D0.019004
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/avian/vietnam/ncvd-133/2008_CLADE2.3.4.3',D0.01973
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-014/2008_CLADE2.3.4.3',D0.017541
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-084/2008_CLADE2.3.4.3',D0.018276
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/viet_nam/tmu015/2008_CLADE2.3.4.3',D0.019001
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-005/2008_CLADE2.3.4.3',D0.016807
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/avian/vietnam/ncvd-124/2008_CLADE2.3.4.3',D0.018286
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-024/2008_CLADE2.3.4.3',D0.017533
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-041/2008_CLADE2.3.4.3',D0.016808
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/viet_nam/tmu004/2008_CLADE2.3.4.3',D0.019718
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/viet_nam/tmu005/2008_CLADE2.3.4.3',D0.017529
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-006/2008_CLADE2.3.4.3',D0.016803
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-028/2008_CLADE2.3.4.3',D0.015344
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-185/2008_CLADE2.3.4.3',D0.019725
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-186/2008_CLADE2.3.4.3',D0.019001
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-188/2008_CLADE2.3.4.3',D0.021181
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-187/2008_CLADE2.3.4.3',D0.019728
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/ninh_binh/07-68/2007_CLADE2.3.4.3',D0.010979
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/vietnam/ut31239/2007_CLADE2.3.4.3',D0.011707
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-120/2007_CLADE2.3.4.3',D0.012436
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-47/2007_CLADE2.3.4.3',D0.011708
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/ha_nam/07-47/2007_CLADE2.3.4.3',D0.011708
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-111/2007_CLADE2.3.4.3',D0.013164
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-112/2007_CLADE2.3.4.3',D0.013889
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/nam_dinh/07-87/2007_CLADE2.3.4.3',D0.011707
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-51/2007_CLADE2.3.4.3',D0.011709
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/vietnam/ut31203a/2007_CLADE2.3.4.3',D0.014638
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-110/2007_CLADE2.3.4.3',D0.013162
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/vietnam/hn31388m1/2007_CLADE2.3.4.3',D0.017544
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-113/2007_CLADE2.3.4.3',D0.012435
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-086/2008_CLADE2.3.4.3',D0.020515
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/ncvd-114/2007_CLADE2.3.4.3',D0.013161
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/son_la/07-85/2007_CLADE2.3.4.3',D0.013163
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/na72/2007_CLADE2.3.4.3',D0.022
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/na114/2007_CLADE2.3.4.3',D0.018291
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-029/2008_CLADE2.3.4.3',D0.015355
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-a015/2008_CLADE2.3.4.3',D0.024221
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/vietnam/ut31312ii/2007_CLADE2.3.4.3',D0.015354
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/viet_nam/hn31242/2007_CLADE2.3.4.3',D0.016082
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/55/2007_CLADE2.3.4.3',D0.013163
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-98/2007_CLADE2.3.4.3',D0.014616
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-93/2007_CLADE2.3.4.3',D0.012436
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/muscovy_duck/vietnam/41/2007_CLADE2.3.4.3',D0.01171
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-100/2007_CLADE2.3.4.3',D0.012438
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-61/07_CLADE2.3.4.3',D0.013164
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-76/07_CLADE2.3.4.3',D0.013165
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-60/07_CLADE2.3.4.3',D0.013166
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/vietnam/ut31412ii/2008_CLADE2.3.4.3',D0.016833
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-022/2008_CLADE2.3.4.3',D0.01463
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-94/2007_CLADE2.3.4.3',D0.012441
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-020/2008_CLADE2.3.4.3',D0.014629
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-108/2007_CLADE2.3.4.3',D0.013168
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/vietnam/ncvd-021/2008_CLADE2.3.4.3',D0.013168
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/chicken/vietnam/ncvd-138/2008_CLADE2.3.4.3',D0.01757
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/thai_ninh/07-86/2007_CLADE2.3.4.3',D0.01244
I'a/duck/guangxi/4446/2005_CLADE2.3.4',J'a/duck/nam_dinh/07-55/2007_CLADE2.3.4.3',D0.014626
